book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
161KDAAAQBAJ,python,Learning Python Design Patterns,,Chetan Giridhar,"Leverage the power of Python design patterns to solve real-world problems in software architecture and design About This Book Understand the structural, creational, and behavioral Python design patterns Get to know the context and application of design patterns to solve real-world problems in software architecture, design, and application development Get practical exposure through sample implementations in Python v3.5 for the design patterns featured Who This Book Is For This book is for Software architects and Python application developers who are passionate about software design. It will be very useful to engineers with beginner level proficiency in Python and who love to work with Python 3.5 What You Will Learn Enhance your skills to create better software architecture Understand proven solutions to commonly occurring design issues Explore the design principles that form the basis of software design, such as loose coupling, the Hollywood principle and the Open Close principle among others Delve into the object-oriented programming concepts and find out how they are used in software applications Develop an understanding of Creational Design Patterns and the different object creation methods that help you solve issues in software development Use Structural Design Patterns and find out how objects and classes interact to build larger applications Focus on the interaction between objects with the command and observer patterns Improve the productivity and code base of your application using Python design patterns In Detail With the increasing focus on optimized software architecture and design it is important that software architects think about optimizations in object creation, code structure, and interaction between objects at the architecture or design level. This makes sure that the cost of software maintenance is low and code can be easily reused or is adaptable to change. The key to this is reusability and low maintenance in design patterns. Building on the success of the previous edition, Learning Python Design Patterns, Second Edition will help you implement real-world scenarios with Python's latest release, Python v3.5. We start by introducing design patterns from the Python perspective. As you progress through the book, you will learn about Singleton patterns, Factory patterns, and Facade patterns in detail. After this, we'll look at how to control object access with proxy patterns. It also covers observer patterns, command patterns, and compound patterns. By the end of the book, you will have enhanced your professional abilities in software architecture, design, and development. Style and approach This is an easy-to-follow guide to design patterns with hands-on examples of real-world scenarios and their implementation in Python v3.5. Each topic is explained and placed in context, and for the more inquisitive, there are more details on the concepts used.","ISBN_13:9781785887376, ISBN_10:1785887378",True,True,164,Computers,en,http://books.google.com/books/content?id=161KDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,3163.57,INR,3163.57,INR,https://play.google.com/store/books/details?id=161KDAAAQBAJ&rdid=book-161KDAAAQBAJ&rdot=1&source=gbs_api,2016,Packt Publishing Ltd
GIs7AQAAMAAJ,python,Longman's Magazine,,Charles James Longman,,OTHER:CORNELL:31924065547881,False,True,698,English periodicals,en,http://books.google.com/books/content?id=GIs7AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FREE,True,0,,0,,https://play.google.com/store/books/details?id=GIs7AQAAMAAJ&rdid=book-GIs7AQAAMAAJ&rdot=1&source=gbs_api,1888,
uzMQAAAAYAAJ,python,Burma Past and Present,With Personal Reminiscences of the Country,Albert Fytche,,OTHER:NYPL:33433082320072,False,True,406,Burma,en,http://books.google.com/books/content?id=uzMQAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FREE,True,0,,0,,https://play.google.com/store/books/details?id=uzMQAAAAYAAJ&rdid=book-uzMQAAAAYAAJ&rdot=1&source=gbs_api,1878,London C.K. Paul 1878.
kTu7zgEACAAJ,python,Artificial Intelligence with Python,,"Teik Toe Teoh, Zheng Rong","Entering the field of artificial intelligence and data science can seem daunting to beginners with little to no prior background, especially those with no programming experience. The concepts used in self-driving cars and virtual assistants like Amazon’s Alexa may seem very complex and difficult to grasp. The aim of Artificial Intelligence in Python is to make AI accessible and easy to understand for people with little to no programming experience though practical exercises. Newcomers will gain the necessary knowledge on how to create such systems, which are capable of executing tasks that require some form of human-like intelligence. This book introduces readers to various topics and examples of programming in Python, as well as key concepts in artificial intelligence. Python programming skills will be imparted as we go along. Concepts and code snippets will be covered in a step-by-step manner, to guide and instill confidence in beginners. Complex subjects in deep learning and machine learning will be broken down into easy-to-digest content and examples. Artificial intelligence implementations will also be shared, allowing beginners to generate their own artificial intelligence algorithms for reinforcement learning, style transfer, chatbots, speech, and natural language processing.","ISBN_10:9811686149, ISBN_13:9789811686146",False,False,336,Computers,en,http://books.google.com/books/content?id=kTu7zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2022,Springer
EZdMgf5qLacC,python,Foundations of Python Network Programming,,John Goerzen,"* Covers low-level networking in Python —essential for writing a new networked application protocol. * Many working examples demonstrate concepts in action -- and can be used as starting points for new projects. * Networked application security is demystified. * Exhibits and explains multitasking network servers using several models, including forking, threading, and non-blocking sockets. * Features extensive coverage of Web and E-mail. Describes Python's database APIs.","ISBN_13:9781430207528, ISBN_10:1430207523",False,True,520,Computers,en,http://books.google.com/books/content?id=EZdMgf5qLacC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2004,Apress
9qshEAAAQBAJ,python,Python Programming Projects & Practical for CBSE Class XI & XII,GUI Based Projects & Practical,"Vedant Bahel, Reema Thareja ",This book is designed as a guide to cater the requirement of beginner level high school (Class XI & XII CBSE) and university students willing to deploy Python projects. The objective of this book is to make students better understand about the use cases of Python fundamentals. Projects are also associated with development of Graphical User Interface for the application. The book majorly covers projects based on the following Python fundamentals: •Python variables •Python Control statements •Python functions •Python libraries •Python GUI for application development •Data management •Machine Learning This book also has solutions to all the python practical’s as per the latest CBSE syllabus for class XI and class XII.,,False,True,104,Computers,en,http://books.google.com/books/content?id=9qshEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,358.85,INR,251.19,INR,https://play.google.com/store/books/details?id=9qshEAAAQBAJ&rdid=book-9qshEAAAQBAJ&rdot=1&source=gbs_api,2021,Vedant Bahel
7dM9AQAAMAAJ,python,Man,A Monthly Record of Anthropological Science,,,OTHER:CHI:39689171,False,False,236,Anthropology,en,http://books.google.com/books/content?id=7dM9AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,1909,
ghE-AQAAMAAJ,python,The Century Dictionary and Cyclopedia: The Century dictionary ...,,"William Dwight Whitney, Benjamin Eli Smith",,OTHER:UCAL:C2605767,False,True,898,Atlases,en,http://books.google.com/books/content?id=ghE-AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FREE,True,0,,0,,https://play.google.com/store/books/details?id=ghE-AQAAMAAJ&rdid=book-ghE-AQAAMAAJ&rdot=1&source=gbs_api,1900,
kKUmEAAAQBAJ,python,Learn Python Visually,Creative Coding with Processing.py,Tristan Bunn,"An accessible, visual, and creative approach to teaching core coding concepts using Python's Processing.py, an open-source graphical development environment. This beginners book introduces non-programmers to the fundamentals of computer coding within a visual, arts-focused context. Tristan Bunn’s remarkably effective teaching approach is designed to help you visualize core programming concepts while you make cool pictures, animations, and simulations using Python Mode for the open-source Processing development environment. Right from the first chapter, you'll produce and manipulate colorful drawings, shapes and patterns as Bunn walks you through a series of easy-to-follow graphical coding projects that grow increasingly complex. You’ll go from drawing with code to animating a bouncing DVD screensaver and practicing data-visualization techniques. Along the way, you’ll encounter creative-yet-practical skill-building challenges that relate to everything from video games, cars, and coffee, to fine art, amoebas, and Pink Floyd. As you grow more fluent in both Python and programming in general, topics shift toward the mastery of algorithmic thinking, as you explore periodic motion, Lissajous curves, and using classes to create objects. You’ll learn about: Basic coding theories and concepts, like variables, data types, pixel coordinates, control flow and algorithms Writing code that produces drawings, patterns, animations, data visualizations, user interfaces, and simulations Using conditional statements, iteration, randomness, lists and dictionaries Defining functions, reducing repetition, and making your code more modular How to write classes, and create objects to structure code more efficiently In addition to giving you a good grounding in general programming, the skills and knowledge you’ll gain in this book are your entry point to coding for an ever-expanding horizon of creative technologies.","ISBN_13:9781718500969, ISBN_10:1718500963",False,False,297,Computers,en,http://books.google.com/books/content?id=kKUmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2021,No Starch Press
LRdgQnYRIIwC,python,Beginning Python,Using Python 2.6 and Python 3.1,James Payne,"Beginning Python: Using Python 2.6 and Python 3.1 introduces this open source, portable, interpreted, object-oriented programming language that combines remarkable power with clear syntax. This book enables you to quickly create robust, reliable, and reusable Python applications by teaching the basics so you can quickly develop Web and scientific applications, incorporate databases, and master systems tasks on various operating systems, including Linux, MAC OS, and Windows. You'll get a comprehensive tutorial that guides you from writing simple, basic Python scripts all the way through complex concepts, and also features a reference of the standard modules with examples illustrating how to implement features in the various modules. Plus, the book covers using Python in specific program development domains, such as XML, databases, scientific applications, network programming, and Web development. Note: CD-ROM/DVD and other supplementary materials are not included as part of eBook file.","ISBN_13:9780470626641, ISBN_10:047062664X",True,False,624,Computers,en,http://books.google.com/books/content?id=LRdgQnYRIIwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2010,Wrox
xlSwDwAAQBAJ,python,Python 3 Image Processing,"Learn Image Processing with Python 3, NumPy, Matplotlib, and Scikit-image",Ashwin Pajankar,"Gain a working knowledge of practical image processing and with scikit-image DESCRIPTION The book has beenÊwritten in such a way that the concepts are explained in detail, givingÊadequate emphasis on code examples. To make the topics more comprehensive, screenshotsÊand code samples are furnished extensively throughout the book. The book isÊconceptualized and written in such a wayÊthat the beginner readers will findÊit very easy to understand the concepts and implement the programs. The book also featuresÊthe most current version of Raspberry Pi and associated software with it. ThisÊbook teaches novice beginners how to write interesting image processingÊprograms with scientific Python ecosystem. The book will also be helpful toÊexperienced professionals to make transition toÊrewarding careers inÊscientific Python and computer vision.Ê KEY FEATURES Comprehensive coverage of various aspects ofÊscientific Python and concepts in image processing. Covers various additional topics such as RaspberryÊPi, conda package manager, and Anaconda distribution of Python. Simple language, crystal clear approach, and straightÊforward comprehensible presentation of concepts followed by code examples andÊoutput screenshots. Adopting user-friendly style for explanation ofÊcode examples. WHAT WILL YOU LEARN Raspberry Pi, Python 3 Basics Scientific Python Ecosystem NumPy and Matplotlib Visualization withÊMatplotlib ÊBasic NumPy, Advanced Image Processing with NumPy andÊMatplotlib Getting started with scikit-image Thresholding, Histogram Equalization, andÊTransformations Kernels, Convolution, and Filters Morphological Operations and Image Restoration Noise Removal and Edge Detection Advanced Image Processing Operations WHO THIS BOOK IS FOR StudentsÊpursuing BE/BSc/ME/MSc/BTech/MTech in Computer Science, Electronics,ÊElectrical, and Mathematics PythonÊenthusiasts ComputerÊVision and Image Processing professionals AnyoneÊfond of tinkering with Raspberry Pi ResearchersÊin Computer VisionÊ Table of Contents 1. Concepts in Image Processing 2. Installing Python 3 on Windows 3.Introduction to Raspberry Pi 4. Python 3 Basics 5. Introduction to the Scientific Python Ecosystem 6. Introduction to NumPy and Matplotlib 7. Visualization with Matplotlib 8.Basic Image Processing with NumPy and Matplotlib 9. Advanced Image Processing with NumPy and Matplotlib 10. Getting Started with Scikit-Image 11. Thresholding Histogram Equalization and Transformations 12. Kernels, Convolution and Filters 13. Morphological Operations and Image Restoration 14. Noise Removal and Edge Detection 15. Advanced Image Processing Operations 16. Wrapping Up","ISBN_13:9789388511728, ISBN_10:9388511727",True,True,257,Computers,en,http://books.google.com/books/content?id=xlSwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,987.06,INR,493.53,INR,https://play.google.com/store/books/details?id=xlSwDwAAQBAJ&rdid=book-xlSwDwAAQBAJ&rdot=1&source=gbs_api,2019,BPB Publications
2tAwEAAAQBAJ,python,Expert Python Programming,"Master Python by learning the best coding practices and advanced programming concepts, 4th Edition","Michał Jaworski, Tarek Ziadé","Gain a deep understanding of building, maintaining, packaging, and shipping robust Python applications Key FeaturesDiscover the new features of Python, such as dictionary merge, the zoneinfo module, and structural pattern matchingCreate manageable code to run in various environments with different sets of dependenciesImplement effective Python data structures and algorithms to write, test, and optimize codeBook Description This new edition of Expert Python Programming provides you with a thorough understanding of the process of building and maintaining Python apps. Complete with best practices, useful tools, and standards implemented by professional Python developers, this fourth edition has been extensively updated. Throughout this book, you’ll get acquainted with the latest Python improvements, syntax elements, and interesting tools to boost your development efficiency. The initial few chapters will allow experienced programmers coming from different languages to transition to the Python ecosystem. You will explore common software design patterns and various programming methodologies, such as event-driven programming, concurrency, and metaprogramming. You will also go through complex code examples and try to solve meaningful problems by bridging Python with C and C++, writing extensions that benefit from the strengths of multiple languages. Finally, you will understand the complete lifetime of any application after it goes live, including packaging and testing automation. By the end of this book, you will have gained actionable Python programming insights that will help you effectively solve challenging problems. What you will learnExplore modern ways of setting up repeatable and consistent Python development environmentsEffectively package Python code for community and production useLearn modern syntax elements of Python programming, such as f-strings, enums, and lambda functionsDemystify metaprogramming in Python with metaclassesWrite concurrent code in PythonExtend and integrate Python with code written in C and C++Who this book is for The Python programming book is intended for expert programmers who want to learn Python’s advanced-level concepts and latest features. Anyone who has basic Python skills should be able to follow the content of the book, although it might require some additional effort from less experienced programmers. It should also be a good introduction to Python 3.9 for those who are still a bit behind and continue to use other older versions.","ISBN_13:9781801076197, ISBN_10:1801076197",True,True,631,Computers,en,http://books.google.com/books/content?id=2tAwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,3515.21,INR,3515.21,INR,https://play.google.com/store/books/details?id=2tAwEAAAQBAJ&rdid=book-2tAwEAAAQBAJ&rdot=1&source=gbs_api,2021,Packt Publishing Ltd
reZBEAAAQBAJ,python,Data Science for Marketing Analytics,A practical guide to forming a killer marketing strategy through data analysis with Python,"Mirza Rahim Baig, Gururajan Govindan, Vishwesh Ravi Shrimali","Turbocharge your marketing plans by making the leap from simple descriptive statistics in Excel to sophisticated predictive analytics with the Python programming language Key FeaturesUse data analytics and machine learning in a sales and marketing contextGain insights from data to make better business decisionsBuild your experience and confidence with realistic hands-on practiceBook Description Unleash the power of data to reach your marketing goals with this practical guide to data science for business. This book will help you get started on your journey to becoming a master of marketing analytics with Python. You'll work with relevant datasets and build your practical skills by tackling engaging exercises and activities that simulate real-world market analysis projects. You'll learn to think like a data scientist, build your problem-solving skills, and discover how to look at data in new ways to deliver business insights and make intelligent data-driven decisions. As well as learning how to clean, explore, and visualize data, you'll implement machine learning algorithms and build models to make predictions. As you work through the book, you'll use Python tools to analyze sales, visualize advertising data, predict revenue, address customer churn, and implement customer segmentation to understand behavior. By the end of this book, you'll have the knowledge, skills, and confidence to implement data science and machine learning techniques to better understand your marketing data and improve your decision-making. What you will learnLoad, clean, and explore sales and marketing data using pandasForm and test hypotheses using real data sets and analytics toolsVisualize patterns in customer behavior using MatplotlibUse advanced machine learning models like random forest and SVMUse various unsupervised learning algorithms for customer segmentationUse supervised learning techniques for sales predictionEvaluate and compare different models to get the best outcomesOptimize models with hyperparameter tuning and SMOTEWho this book is for This marketing book is for anyone who wants to learn how to use Python for cutting-edge marketing analytics. Whether you're a developer who wants to move into marketing, or a marketing analyst who wants to learn more sophisticated tools and techniques, this book will get you on the right path. Basic prior knowledge of Python and experience working with data will help you access this book more easily.","ISBN_13:9781800563889, ISBN_10:1800563884",True,True,637,Computers,en,http://books.google.com/books/content?id=reZBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,2636.11,INR,2636.11,INR,https://play.google.com/store/books/details?id=reZBEAAAQBAJ&rdid=book-reZBEAAAQBAJ&rdot=1&source=gbs_api,2021,Packt Publishing Ltd
pjqbAgAAQBAJ,python,Python in a Nutshell,,Alex Martelli,This volume offers Python programmers a straightforward guide to the important tools and modules of this open source language. It deals with the most frequently used parts of the standard library as well as the most popular and important third party extensions.,"ISBN_13:9780596100469, ISBN_10:0596100469",False,True,734,Computers,en,http://books.google.com/books/content?id=pjqbAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2006,"""O'Reilly Media, Inc."""
Ng0uvwEACAAJ,python,Python Machine Learning,"A Deep Dive Into Python Machine Learning and Deep Learning, Using Tensor Flow and Keras: From Beginner to Advance",Leonard Eddison,"Python Machine Learning Buy the paperback version and get the eBook for free This book contains: Python Machine Learning: A Deep Dive Into Python Machine Learning and Deep Learning, Using Tensor Flow And Keras: From Beginner To Advance Python: A Complete Step By Step Beginners Guide To Programming With Python No previous experience with Keras, TensorFlow, or machine learning is required. What exactly is machine learning and why is it so valuable in the online business world? Simply put, it is a method of data analysis that uses algorithms that learn from data and produce specific results without being specifically programmed to do so. These algorithms can analyze data, calculate how frequently certain parts of it are used and generate responses based on this calculations in order to automatically interact with users. Throughout the recent years, artificial intelligence and machine learning have made some enormous, significant strides in terms of universal, global applicability. The ability to now be able to apply such algorithms via traditional and new dynamic programming languages allows us to interpret and understand these approaches much more eloquently. The main topics: -Why Machine Learning -Machine Learning And Artificial Intelligence -Some of the branches of Artificial Intelligence -Keras CNN Model for Deep Learning Predictions on AMZN Applying Logistic Regression to U.S. Equity Markets for Predictive Trading Python Machine Learning Applied To Financial Markets -What Python is and how to get started with it -What input and output mean in Python -The way that Python evolved throughout time After reading this book you will be able to implement machine learning and deep learning using Python While machine and deep learning algorithms have become a common measure for significant model performance across multiple industries, the primary focus of this book will be to better understand how such algorithms are being applied specifically via financial markets through the usage of the Python programming language.","ISBN_10:1731573731, ISBN_13:9781731573735",False,False,181,Application software,en,http://books.google.com/books/content?id=Ng0uvwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2018,Independently Published
CT-MHZyNK2wC,python,Mastering Regular Expressions,,Jeffrey E. F. Friedl,"Introduces regular expressions and how they are used, discussing topics including metacharacters, nomenclature, matching and modifying text, expression processing, benchmarking, optimizations, and loops.","ISBN_10:0596002890, ISBN_13:9780596002893",False,True,492,Computers,en,http://books.google.com/books/content?id=CT-MHZyNK2wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,5,IN,NOT_FOR_SALE,False,0,,0,,,2002,"""O'Reilly Media, Inc."""
Au-_DwAAQBAJ,python,Natural Language Processing with Python and spaCy,A Practical Introduction,Yuli Vasiliev,"An introduction to natural language processing with Python using spaCy, a leading Python natural language processing library. Natural Language Processing with Python and spaCy will show you how to create NLP applications like chatbots, text-condensing scripts, and order-processing tools quickly and easily. You'll learn how to leverage the spaCy library to extract meaning from text intelligently; how to determine the relationships between words in a sentence (syntactic dependency parsing); identify nouns, verbs, and other parts of speech (part-of-speech tagging); and sort proper nouns into categories like people, organizations, and locations (named entity recognizing). You'll even learn how to transform statements into questions to keep a conversation going. You'll also learn how to: • Work with word vectors to mathematically find words with similar meanings (Chapter 5) • Identify patterns within data using spaCy's built-in displaCy visualizer (Chapter 7) • Automatically extract keywords from user input and store them in a relational database (Chapter 9) • Deploy a chatbot app to interact with users over the internet (Chapter 11) ""Try This"" sections in each chapter encourage you to practice what you've learned by expanding the book's example scripts to handle a wider range of inputs, add error handling, and build professional-quality applications. By the end of the book, you'll be creating your own NLP applications with Python and spaCy.","ISBN_13:9781718500532, ISBN_10:171850053X",True,False,217,Computers,en,http://books.google.com/books/content?id=Au-_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,2148.78,INR,2148.78,INR,https://play.google.com/store/books/details?id=Au-_DwAAQBAJ&rdid=book-Au-_DwAAQBAJ&rdot=1&source=gbs_api,2020,No Starch Press
ekLxswEACAAJ,python,Coding Games in Python,,"Carol Vorderman, Dorling Kindersley Publishing Staff, Craig Steele, Claire Quigley, Daniel McCafferty, Martin Goodfellow","For use in schools and libraries only. A visual step-by-step guide to writing code in Python. Beginners and experienced programmers can use Python to build and play computer games, from mind-bending brainteasers to crazy action games with explosive sound effects and 3-D graphics. Each chapter in Coding Games in Python shows how to construct a complete working game in simple numbered steps. The book teaches how to use freely available resources, such as PyGame Zero and Blender, to add animations, music, scrolling backgrounds, 3-D scenery, and other pieces of professional wizardry to games. After building a game, instructions show how to adapt it using secret hacks and cheat codes. Instructions are illustrated with zany Minecraft-style pixel art. Master the key concepts that programmers need to write code--not just in Python, but in all programming languages. Find out what bugs, loops, flags, strings, tuples, toggles, and turtles are. Learn how to plan and design the ultimate game--and then play it to destruction as you test and debug it. With coding theory interwoven into the instructions for building each game, learning coding is made effortless and fun.","ISBN_10:0606413391, ISBN_13:9780606413398",False,False,0,Computer games,en,http://books.google.com/books/content?id=ekLxswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2018,Turtleback Books
QJlXEAAAQBAJ,python,Odoo 15 Development Essentials,Enhance your Odoo development skills to create powerful business applications,"Daniel Reis, Greg Mader","Become a proficient Odoo developer and increase your productivity while building Odoo business applications Key FeaturesSet up the Odoo development environment and learn how to test and debug your codeUse the ORM framework to work with data and implement business logic supporting business rulesDesign user interfaces, web pages, and business reports using the Odoo framework's web componentsBook Description Odoo is fast becoming the reference open source platform for business applications thanks to the fact that it provides the infrastructure needed for developers to deliver software solutions for any business process quickly. Odoo's layered module approach makes it particularly effective for combining and extending features. This updated fifth edition is a tutorial-style introduction to essential Odoo development topics. The book starts by covering the development essentials for building business applications and takes you through Odoo installation and configuration, gradually transitioning from having no specific knowledge of Odoo to being ready for application development. You'll then learn how to develop your first Odoo application, while covering topics such as models and views. Later chapters will get you up to speed with using server APIs to add business logic, helping you lay a solid foundation for advanced topics. As you progress, you'll get equipped to build and customize your applications and explore the new features available in Odoo 12 and beyond, such as in-memory ORM and computed writable fields. Finally, you'll gain insights into building business logic and using the Odoo API to integrate with various applications. By the end of this book, you'll be able to build business apps from scratch using the latest version of Odoo. What you will learnInstall Odoo from source and organize the development environmentCreate your first Odoo app from scratchUnderstand the application components available in OdooStructure the application's data model using ORM featuresUse the ORM API to implement the business logic layerDesign a graphical user interface (GUI) for the web client and websiteUse the Odoo External API to interface with external systemsDeploy and maintain your application in production environmentsWho this book is for This book is for developers who want to learn Odoo application development and quickly become productive while creating business applications. Teachers, trainers, and Odoo team managers will also find the book useful for helping their students or trainees to learn Odoo development skills. Basic knowledge of Python programming is required to get started with the book","ISBN_13:9781800203082, ISBN_10:180020308X",True,True,548,Computers,en,http://books.google.com/books/content?id=QJlXEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,True,3339.39,INR,3339.39,INR,https://play.google.com/store/books/details?id=QJlXEAAAQBAJ&rdid=book-QJlXEAAAQBAJ&rdot=1&source=gbs_api,2022,Packt Publishing Ltd
DQ3QtAEACAAJ,python,Coding for Kids: Python,Learn to Code with 50 Awesome Games and Activities,Adrienne B. Tacke,"Games and activities that teach kids ages 10+ to code with Python Learning to code isn't as hard as it sounds—you just have to get started! Coding for Kids: Python starts kids off right with 50 fun, interactive activities that teach them the basics of the Python programming language. From learning the essential building blocks of programming to creating their very own games, kids will progress through unique lessons packed with helpful examples—and a little silliness! Kids will follow along by starting to code (and debug their code) step by step, seeing the results of their coding in real time. Activities at the end of each chapter help test their new knowledge by combining multiple concepts. For young programmers who really want to show off their creativity, there are extra tricky challenges to tackle after each chapter. All kids need to get started is a computer and this book. This beginner's guide to Python for kids includes: 50 Innovative exercises—Coding concepts come to life with game-based exercises for creating code blocks, drawing pictures using a prewritten module, and more. Easy-to-follow guidance—New coders will be supported by thorough instructions, sample code, and explanations of new programming terms. Engaging visual lessons—Colorful illustrations and screenshots for reference help capture kids' interest and keep lessons clear and simple. Encourage kids to think independently and have fun learning an amazing new skill with this coding book for kids.","ISBN_10:1641521759, ISBN_13:9781641521758",False,False,0,Juvenile Nonfiction,en,http://books.google.com/books/content?id=DQ3QtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0,IN,NOT_FOR_SALE,False,0,,0,,,2019,Rockridge Press
vqTfNFDzzdIC,python,Patterns of Enterprise Application Architecture,,Martin Fowler,"The practice of enterprise application development has benefited from the emergence of many new enabling technologies. Multi-tiered object-oriented platforms, such as Java and .NET, have become commonplace. These new tools and technologies are capable of building powerful applications, but they are not easily implemented. Common failures in enterprise applications often occur because their developers do not understand the architectural lessons that experienced object developers have learned. Patterns of Enterprise Application Architecture is written in direct response to the stiff challenges that face enterprise application developers. The author, noted object-oriented designer Martin Fowler, noticed that despite changes in technology--from Smalltalk to CORBA to Java to .NET--the same basic design ideas can be adapted and applied to solve common problems. With the help of an expert group of contributors, Martin distills over forty recurring solutions into patterns. The result is an indispensable handbook of solutions that are applicable to any enterprise application platform. This book is actually two books in one. The first section is a short tutorial on developing enterprise applications, which you can read from start to finish to understand the scope of the book's lessons. The next section, the bulk of the book, is a detailed reference to the patterns themselves. Each pattern provides usage and implementation information, as well as detailed code examples in Java or C#. The entire book is also richly illustrated with UML diagrams to further explain the concepts. Armed with this book, you will have the knowledge necessary to make important architectural decisions about building an enterprise application and the proven patterns for use when building them. The topics covered include · Dividing an enterprise application into layers · The major approaches to organizing business logic · An in-depth treatment of mapping between objects and relational databases · Using Model-View-Controller to organize a Web presentation · Handling concurrency for data that spans multiple transactions · Designing distributed object interfaces","ISBN_13:9780133065213, ISBN_10:0133065219",True,True,558,Computers,en,http://books.google.com/books/content?id=vqTfNFDzzdIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,8,3,IN,FOR_SALE,True,3426.59,INR,3426.59,INR,https://play.google.com/store/books/details?id=vqTfNFDzzdIC&rdid=book-vqTfNFDzzdIC&rdot=1&source=gbs_api,2012,Addison-Wesley
iL34DwAAQBAJ,python,"Structure and Interpretation of Computer Programs, second edition",,"Harold Abelson, Gerald Jay Sussman","Structure and Interpretation of Computer Programs has had a dramatic impact on computer science curricula over the past decade. This long-awaited revision contains changes throughout the text. There are new implementations of most of the major programming systems in the book, including the interpreters and compilers, and the authors have incorporated many small changes that reflect their experience teaching the course at MIT since the first edition was published. A new theme has been introduced that emphasizes the central role played by different approaches to dealing with time in computational models: objects with state, concurrent programming, functional programming and lazy evaluation, and nondeterministic programming. There are new example sections on higher-order procedures in graphics and on applications of stream processing in numerical programming, and many new exercises. In addition, all the programs have been reworked to run in any Scheme implementation that adheres to the IEEE standard.","ISBN_13:9780262510875, ISBN_10:0262510871",False,True,685,Computers,en,http://books.google.com/books/content?id=iL34DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,4,IN,NOT_FOR_SALE,False,0,,0,,,1996,MIT Press
